FID,geom,source
modelled_grid_original.5481,"MULTILINESTRING ((1341631.7903995523 1057006.468024674, 1341167.9591842026 1057476.6860639462))",openstreetmap
modelled_grid_original.5482,"MULTILINESTRING ((1342095.6216149016 1057006.468024674, 1341631.7903995523 1057006.468024674))",openstreetmap
modelled_grid_original.5483,"MULTILINESTRING ((1342095.6216149016 1057006.468024674, 1342095.6216149016 1057476.6860639462))",openstreetmap
modelled_grid_original.5484,"MULTILINESTRING ((1343950.9464762995 1057006.468024674, 1343950.9464762995 1057476.6860639462))",openstreetmap
modelled_grid_original.5485,"MULTILINESTRING ((1344414.7776916458 1057006.468024674, 1343950.9464762995 1057006.468024674))",openstreetmap
modelled_grid_original.5486,"MULTILINESTRING ((738651.2104458157 1056536.2556782907, 738187.3792304663 1057006.468024674))",openstreetmap
modelled_grid_original.5487,"MULTILINESTRING ((738651.2104458157 1056536.2556782907, 739115.041661162 1057006.468024674))",openstreetmap
modelled_grid_original.5488,"MULTILINESTRING ((857392.001575167 1061238.6356371187, 857392.001575167 1060298.1139972403, 857855.8327905134 1059827.8617455123, 859247.3264365616 1059827.8617455123, 859711.1576519113 1059357.6152024209, 860174.9888672607 1059357.6152024209, 862957.9761593543 1056536.2556782907, 863885.6385900533 1056536.2556782907, 864349.4698054027 1057006.468024674, 864813.301020749 1057006.468024674))",gridfinder
modelled_grid_original.5489,"MULTILINESTRING ((865277.1322360984 1056536.2556782907, 865277.1322360984 1057006.468024674))",gridfinder
modelled_grid_original.5490,"MULTILINESTRING ((892179.3427263419 1056536.2556782907, 891715.5115109956 1057006.468024674, 891715.5115109956 1057476.6860639462, 889860.1866495977 1059357.6152024209, 889860.1866495977 1059827.8617455123, 889396.3554342482 1060298.1139972403))",gridfinder
modelled_grid_original.5491,"MULTILINESTRING ((892179.3427263419 1056536.2556782907, 892643.1739416913 1056536.2556782907, 893107.0051570409 1057006.468024674))",gridfinder
modelled_grid_original.5492,"MULTILINESTRING ((893107.0051570409 1057006.468024674, 893570.8363723903 1056536.2556782907, 894034.6675877398 1056536.2556782907, 894498.4988030891 1057006.468024674, 896353.8236644838 1057006.468024674))",gridfinder
modelled_grid_original.5493,"MULTILINESTRING ((1342095.6216149016 1057006.468024674, 1342559.452830251 1056536.2556782907, 1343487.11526095 1056536.2556782907, 1343950.9464762995 1057006.468024674))",openstreetmap
modelled_grid_original.5494,"MULTILINESTRING ((652378.604390895 1056066.0490221719, 652378.604390895 1058417.1392316583, 652842.4356062445 1058887.3743653456))",gridfinder
modelled_grid_original.5495,"MULTILINESTRING ((896353.8236644838 1057006.468024674, 897281.4860951827 1056066.0490221719, 899136.8109565774 1056066.0490221719, 900528.3046026259 1057476.6860639462, 900528.3046026259 1057946.909798734, 901919.7982486741 1059357.6152024209, 902383.6294640205 1059357.6152024209))",gridfinder
modelled_grid_original.5496,"MULTILINESTRING ((437160.9204689443 1055595.8480536912, 432522.6083154561 1060298.1139972403))",gridfinder
modelled_grid_original.5543,"MULTILINESTRING ((490037.6790187355 1054185.2792478518, 490501.5102340849 1053715.1010036902, 492820.66631082905 1053715.1010036902, 493284.4975261785 1053244.9284340495, 495139.82238757313 1053244.9284340495, 496995.147248971 1055125.652770227))",gridfinder
modelled_grid_original.5729,"MULTILINESTRING ((819821.6731318955 1039612.380543543, 819357.8419165461 1039612.380543543))",gridfinder
modelled_grid_original.5497,"MULTILINESTRING ((652378.604390895 1056066.0490221719, 652842.4356062445 1055595.8480536912, 661655.2286978748 1055595.8480536912, 662119.0599132242 1056066.0490221719, 662582.8911285737 1056066.0490221719, 663046.7223439232 1056536.2556782907, 663974.3847746189 1056536.2556782907, 664438.2159899684 1057006.468024674, 664902.0472053178 1057006.468024674, 665365.8784206673 1057476.6860639462, 665829.7096360167 1057476.6860639462, 666293.5408513662 1057946.909798734, 667221.2032820651 1057946.909798734, 667685.0344974113 1058417.1392316583, 668148.8657127608 1058417.1392316583, 668612.6969281103 1058887.3743653456, 669540.3593588092 1058887.3743653456, 670004.1905741587 1059357.6152024209, 670931.8530048545 1059357.6152024209))",openstreetmap
modelled_grid_original.5498,"MULTILINESTRING ((676961.6588043943 1055595.8480536912, 677889.32123509 1056536.2556782907, 678353.1524504395 1056536.2556782907, 679280.8148811384 1057476.6860639462))",gridfinder
modelled_grid_original.5499,"MULTILINESTRING ((712212.8311709185 1055595.8480536912, 708966.0126634755 1058887.3743653456))",gridfinder
modelled_grid_original.5500,"MULTILINESTRING ((712212.8311709185 1055595.8480536912, 712676.662386268 1055595.8480536912, 714531.9872476659 1057476.6860639462, 714995.8184630122 1057476.6860639462, 716387.3121090606 1058887.3743653456, 716387.3121090606 1059827.8617455123, 718242.6369704584 1061708.905030518, 718242.6369704584 1062179.1801430613, 718706.4681858047 1062649.4609773722, 718706.4681858047 1063119.7475360774, 720097.961831853 1064530.6415848313, 720561.7930472025 1064530.6415848313, 721489.4554779015 1065471.2662874663))",openstreetmap
modelled_grid_original.5501,"MULTILINESTRING ((738651.2104458157 1055595.8480536912, 738651.2104458157 1056536.2556782907))",openstreetmap
modelled_grid_original.5502,"MULTILINESTRING ((824923.8165007333 1055595.8480536912, 824923.8165007333 1056066.0490221719, 825387.6477160826 1056536.2556782907, 825387.6477160826 1057006.468024674, 825851.4789314322 1057476.6860639462, 825851.4789314322 1058417.1392316583, 826315.3101467816 1058887.3743653456, 826315.3101467816 1060768.3719602332, 825851.4789314322 1061238.6356371187, 826315.3101467816 1061708.905030518, 827242.9725774775 1061708.905030518, 832808.9471616679 1067352.5845956332))",gridfinder
modelled_grid_original.5503,"MULTILINESTRING ((869915.4443895898 1055595.8480536912, 868987.7819588908 1055595.8480536912, 867596.2883128457 1057006.468024674, 865740.9634514479 1057006.468024674))",gridfinder
modelled_grid_original.5504,"MULTILINESTRING ((671395.684220204 1055125.652770227, 670931.8530048545 1055595.8480536912, 670931.8530048545 1057476.6860639462, 671395.684220204 1057946.909798734, 671395.684220204 1058887.3743653456, 670931.8530048545 1059357.6152024209))",openstreetmap
modelled_grid_original.5505,"MULTILINESTRING ((671395.684220204 1055125.652770227, 671859.5154355534 1055595.8480536912, 674642.502727647 1055595.8480536912, 675106.3339429965 1056066.0490221719, 676497.8275890448 1056066.0490221719, 676961.6588043943 1055595.8480536912))",gridfinder
modelled_grid_original.5506,"MULTILINESTRING ((677889.32123509 1055125.652770227, 677425.4900197438 1055125.652770227, 676961.6588043943 1055595.8480536912))",gridfinder
modelled_grid_original.5507,"MULTILINESTRING ((738651.2104458157 1055125.652770227, 738651.2104458157 1055595.8480536912))",openstreetmap
modelled_grid_original.5508,"MULTILINESTRING ((739115.041661162 1055125.652770227, 738651.2104458157 1055125.652770227))",openstreetmap
modelled_grid_original.5509,"MULTILINESTRING ((824923.8165007333 1055125.652770227, 824923.8165007333 1055595.8480536912))",gridfinder
modelled_grid_original.5510,"MULTILINESTRING ((825387.6477160826 1055125.652770227, 824923.8165007333 1055125.652770227))",gridfinder
modelled_grid_original.5511,"MULTILINESTRING ((891715.5115109956 1055125.652770227, 891715.5115109956 1056066.0490221719, 892179.3427263419 1056536.2556782907))",gridfinder
modelled_grid_original.5512,"MULTILINESTRING ((1028081.8888236074 1055125.652770227, 1026226.5639622128 1057006.468024674, 1025762.7327468634 1057006.468024674, 1023907.4078854687 1058887.3743653456, 1023443.5766701192 1058887.3743653456))",openstreetmap
modelled_grid_original.5513,"MULTILINESTRING ((1399146.8611028315 1055125.652770227, 1399146.8611028315 1055595.8480536912, 1399610.692318181 1056066.0490221719, 1399610.692318181 1056536.2556782907, 1400074.5235335305 1057006.468024674, 1400074.5235335305 1057946.909798734, 1400538.35474888 1058417.1392316583, 1400538.35474888 1058887.3743653456, 1401002.1859642293 1059357.6152024209, 1401002.1859642293 1061708.905030518, 1400538.35474888 1062179.1801430613))",gridfinder
modelled_grid_original.5514,"MULTILINESTRING ((510446.2524940928 1054655.4631691538, 509982.4212787433 1055125.652770227, 509982.4212787433 1057006.468024674, 505807.94034060126 1061238.6356371187, 502097.29061780876 1061238.6356371187, 501169.6281871099 1062179.1801430613, 500705.7969717636 1062179.1801430613, 500241.9657564141 1062649.4609773722, 496995.147248971 1062649.4609773722))",gridfinder
modelled_grid_original.5515,"MULTILINESTRING ((817038.6858397988 1054655.4631691538, 817038.6858397988 1055595.8480536912, 820285.5043472451 1058887.3743653456, 820749.3355625912 1058887.3743653456, 821676.9979932902 1059827.8617455123, 821676.9979932902 1060298.1139972403, 822140.8292086397 1060768.3719602332, 822604.6604239891 1060768.3719602332, 823532.3228546879 1061708.905030518, 823532.3228546879 1062179.1801430613))",gridfinder
modelled_grid_original.5516,"MULTILINESTRING ((891715.5115109956 1054655.4631691538, 891251.6802956461 1054655.4631691538))",gridfinder
modelled_grid_original.5517,"MULTILINESTRING ((891715.5115109956 1054655.4631691538, 891715.5115109956 1055125.652770227))",gridfinder
modelled_grid_original.5518,"MULTILINESTRING ((904702.785540768 1054655.4631691538, 904702.785540768 1057006.468024674, 902847.4606793701 1058887.3743653456))",gridfinder
modelled_grid_original.5519,"MULTILINESTRING ((974741.29905847 1054655.4631691538, 973813.6366277711 1055595.8480536912))",gridfinder
modelled_grid_original.5520,"MULTILINESTRING ((974741.29905847 1054655.4631691538, 975205.1302738196 1055125.652770227, 975668.9614891689 1055125.652770227, 976596.6239198678 1056066.0490221719, 976596.6239198678 1056536.2556782907, 977988.1175659131 1057946.909798734, 978451.9487812625 1057946.909798734, 979843.442427311 1059357.6152024209, 980307.2736426573 1059357.6152024209, 980771.1048580067 1059827.8617455123, 981234.9360733562 1059827.8617455123, 981698.7672887056 1060298.1139972403, 982162.5985040552 1060298.1139972403, 983090.260934754 1059357.6152024209))",openstreetmap
modelled_grid_original.5521,"MULTILINESTRING ((1028081.8888236074 1054655.4631691538, 1028081.8888236074 1055125.652770227))",openstreetmap
modelled_grid_original.5522,"MULTILINESTRING ((1028545.720038957 1054655.4631691538, 1028081.8888236074 1054655.4631691538))",openstreetmap
modelled_grid_original.5523,"MULTILINESTRING ((1399146.8611028315 1054655.4631691538, 1399146.8611028315 1055125.652770227))",gridfinder
modelled_grid_original.5524,"MULTILINESTRING ((1399610.692318181 1054655.4631691538, 1399146.8611028315 1054655.4631691538))",gridfinder
modelled_grid_original.5525,"MULTILINESTRING ((817038.6858397988 1054185.2792478518, 817038.6858397988 1054655.4631691538))",gridfinder
modelled_grid_original.5526,"MULTILINESTRING ((817502.5170551483 1054185.2792478518, 817038.6858397988 1054185.2792478518))",gridfinder
modelled_grid_original.5527,"MULTILINESTRING ((824459.9852853838 1054185.2792478518, 824459.9852853838 1054655.4631691538, 824923.8165007333 1055125.652770227))",gridfinder
modelled_grid_original.5528,"MULTILINESTRING ((930677.3336003124 1054185.2792478518, 930213.5023849629 1054655.4631691538, 930213.5023849629 1055125.652770227, 932532.6584617102 1057476.6860639462, 932996.4896770564 1057476.6860639462, 933924.1521077553 1058417.1392316583))",gridfinder
modelled_grid_original.5529,"MULTILINESTRING ((974277.4678431206 1054185.2792478518, 974741.29905847 1054655.4631691538))",openstreetmap
modelled_grid_original.5530,"MULTILINESTRING ((642638.1488685658 1053715.1010036902, 641246.6552225174 1055125.652770227, 641246.6552225174 1056066.0490221719, 641710.4864378669 1056536.2556782907, 641710.4864378669 1057946.909798734, 641246.6552225174 1058417.1392316583, 641246.6552225174 1061238.6356371187, 641710.4864378669 1061708.905030518, 641710.4864378669 1062179.1801430613, 640782.824007168 1063119.7475360774, 640782.824007168 1064060.3378371815, 639855.1615764722 1065000.9510673843, 639855.1615764722 1065471.2662874663, 639391.3303611228 1065941.5872477049, 639391.3303611228 1066411.9139507266, 638927.4991457734 1066882.2463991605, 638927.4991457734 1067352.5845956332, 638463.6679304239 1067822.9285427753, 638463.6679304239 1069233.9949144823, 637999.8367150744 1069704.3618905745, 637999.8367150744 1072056.2832807575, 637536.005499725 1072526.684879142, 637536.005499725 1074408.3490948332, 642174.3176532164 1079112.915309752))",gridfinder
modelled_grid_original.5531,"MULTILINESTRING ((642638.1488685658 1053715.1010036902, 644493.4737299605 1053715.1010036902, 644957.30494531 1054185.2792478518, 646812.6298067078 1054185.2792478518, 647276.4610220542 1054655.4631691538, 648667.9546681026 1054655.4631691538, 649131.785883452 1055125.652770227, 650523.2795294971 1055125.652770227, 650987.1107448466 1055595.8480536912, 651914.7731755456 1055595.8480536912, 652378.604390895 1056066.0490221719))",openstreetmap
modelled_grid_original.5532,"MULTILINESTRING ((736795.8855844178 1053715.1010036902, 737723.5480151168 1054655.4631691538, 738187.3792304663 1054655.4631691538, 738651.2104458157 1055125.652770227))",openstreetmap
modelled_grid_original.5533,"MULTILINESTRING ((816574.8546244523 1053715.1010036902, 816111.023409103 1054185.2792478518, 815183.3609784041 1054185.2792478518))",gridfinder
modelled_grid_original.5534,"MULTILINESTRING ((816574.8546244523 1053715.1010036902, 817038.6858397988 1054185.2792478518))",gridfinder
modelled_grid_original.5535,"MULTILINESTRING ((974277.4678431206 1053715.1010036902, 974277.4678431206 1054185.2792478518))",openstreetmap
modelled_grid_original.5536,"MULTILINESTRING ((974741.29905847 1053715.1010036902, 974277.4678431206 1053715.1010036902))",openstreetmap
modelled_grid_original.5537,"MULTILINESTRING ((993294.5476724326 1053715.1010036902, 992830.7164570832 1054185.2792478518, 992830.7164570832 1057006.468024674, 993294.5476724326 1057476.6860639462, 993294.5476724326 1057946.909798734, 993758.3788877822 1058417.1392316583, 993758.3788877822 1059357.6152024209, 993294.5476724326 1059827.8617455123, 993294.5476724326 1060298.1139972403, 992830.7164570832 1060768.3719602332, 992830.7164570832 1061708.905030518))",gridfinder
modelled_grid_original.5538,"MULTILINESTRING ((1004426.4968408071 1053715.1010036902, 1002107.340764063 1053715.1010036902, 1001643.5095487136 1054185.2792478518, 1001643.5095487136 1056066.0490221719, 1002107.340764063 1056536.2556782907, 1001643.5095487136 1057006.468024674, 1001643.5095487136 1058887.3743653456))",gridfinder
modelled_grid_original.5539,"MULTILINESTRING ((1004890.3280561565 1053715.1010036902, 1004426.4968408071 1053715.1010036902))",gridfinder
modelled_grid_original.5540,"MULTILINESTRING ((1004890.3280561565 1053715.1010036902, 1005354.159271506 1054185.2792478518, 1005817.9904868554 1054185.2792478518))",gridfinder
modelled_grid_original.5541,"MULTILINESTRING ((1350908.414706532 1053715.1010036902, 1350444.5834911857 1054185.2792478518, 1350444.5834911857 1054655.4631691538, 1349053.0898451372 1056066.0490221719, 1348589.258629788 1056066.0490221719, 1348125.4274144382 1056536.2556782907, 1344878.6089069953 1056536.2556782907, 1344414.7776916458 1057006.468024674))",openstreetmap
modelled_grid_original.5542,"MULTILINESTRING ((1350908.414706532 1053715.1010036902, 1351836.077137231 1054655.4631691538, 1351836.077137231 1055125.652770227, 1354155.2332139781 1057476.6860639462, 1355546.7268600233 1057476.6860639462, 1356010.5580753728 1057946.909798734, 1360648.8702288643 1057946.909798734, 1361112.7014442107 1057476.6860639462, 1361576.53265956 1057476.6860639462))",gridfinder
